id,account_type,label,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,updated,account_age_days,statuses_per_day,followers_friends_ratio,friends_followers_ratio,favorites_per_status,log_statuses_count,log_followers_count,log_friends_count,log_favourites_count,log_listed_count
357747403,genuine_accounts,0,416,25,28,2,1,Thu Aug 18 21:01:43 +0000 2011,2016-03-15 15:53:58,1670.7862847222223,0.24898456720882312,0.8928571428571429,1.12,0.004807692307692308,6.0330862217988015,3.258096538021482,3.367295829986474,1.0986122886681098,0.6931471805599453
430285181,genuine_accounts,0,34627,661,498,15474,1,Wed Dec 07 00:09:50 +0000 2011,2016-03-15 15:53:58,1560.6556481481482,22.18746976060216,1.3273092369477912,0.7534039334341907,0.44687671470239987,10.452417882335665,6.495265555937008,6.212606095751519,9.646981097552796,0.6931471805599453
1141299306,genuine_accounts,0,25098,832,644,6107,1,Sat Feb 02 02:51:27 +0000 2013,2016-03-15 15:53:59,1137.543425925926,22.06333352027505,1.2919254658385093,0.7740384615384616,0.24332616144712726,10.130583283688766,6.725033642166843,6.4692503167957724,8.717354666338522,0.6931471805599453
37407255,genuine_accounts,0,283536,7785,424,1157,217,Sun May 03 12:17:01 +0000 2009,2016-03-15 15:53:59,2508.1506712962964,113.04584020602681,18.360849056603772,0.05446371226718048,0.0040806105750239826,12.555097905097908,8.960082528170402,6.052089168924417,7.05444965813294,5.384495062789089
112295272,genuine_accounts,0,13634,697,103,5258,30,Sun Feb 07 23:56:34 +0000 2010,2016-03-15 15:53:59,2227.6648726851854,6.1203101809321225,6.766990291262136,0.14777618364418937,0.38565351327563446,9.52039529527969,6.548219102762372,4.6443908991413725,8.567696173589344,3.4339872044851463
208664282,genuine_accounts,0,10339,385,200,72,7,Wed Oct 27 17:57:56 +0000 2010,2016-03-15 15:54:00,1965.9139351851852,5.2591315494317845,1.925,0.5194805194805194,0.006963923009962279,9.24377514806242,5.955837369464831,5.303304908059076,4.290459441148391,2.0794415416798357
348393966,genuine_accounts,0,19390,385,252,11,1,Thu Aug 04 10:45:50 +0000 2011,2016-03-15 15:54:00,1685.2140046296297,11.505957075321994,1.5277777777777777,0.6545454545454545,0.0005673027333677153,9.872564319882619,5.955837369464831,5.53338948872752,2.4849066497880004,0.6931471805599453
1245621752,genuine_accounts,0,1960,4910,1675,1043,22,Wed Mar 06 08:50:36 +0000 2013,2016-03-15 15:54:00,1105.2940277777777,1.7732838057042892,2.9313432835820894,0.3411405295315682,0.5321428571428571,7.581209826196346,8.499232866039245,7.424165281042028,6.950814768442584,3.1354942159291497
329481796,genuine_accounts,0,2766,79,196,587,0,Tue Jul 05 04:34:40 +0000 2011,2016-03-15 15:54:00,1715.4717592592592,1.6123844563867136,0.4030612244897959,2.481012658227848,0.21221981200289225,7.925518979786926,4.382026634673881,5.2832037287379885,6.376726947898627,0.0
131043638,genuine_accounts,0,3114,28,32,1,0,Fri Apr 09 03:07:55 +0000 2010,2016-03-15 15:54:01,2167.5320138888887,1.4366569813255035,0.875,1.1428571428571428,0.0003211303789338471,8.043984431221553,3.367295829986474,3.4965075614664802,0.6931471805599453,0.0
150183040,genuine_accounts,0,4236,249,278,1787,0,Mon May 31 08:46:49 +0000 2010,2016-03-15 15:54:01,2115.2966666666666,2.0025559850548937,0.89568345323741,1.1164658634538152,0.42186024551463647,8.351610750626559,5.521460917862246,5.631211781821365,7.488852955733459,0.0
91287122,genuine_accounts,0,33298,698,600,4037,5,Fri Nov 20 06:48:12 +0000 2009,2016-03-15 15:54:01,2307.379039351852,14.431092348552097,1.1633333333333333,0.8595988538681948,0.121238512823593,10.413282645487595,6.54965074223381,6.398594934535208,8.303504798872783,1.791759469228055
2244762307,genuine_accounts,0,378,173,312,27,0,Sat Dec 14 00:59:39 +0000 2013,2016-03-15 15:54:02,822.621099537037,0.4595068132980477,0.5544871794871795,1.8034682080924855,0.07142857142857142,5.937536205082426,5.159055299214529,5.746203190540153,3.332204510175204,0.0
344457551,genuine_accounts,0,46272,943,750,9355,3,Fri Jul 29 02:54:50 +0000 2011,2016-03-15 15:54:02,1691.5411111111111,27.354936688240244,1.2573333333333334,0.7953340402969247,0.2021741009681881,10.742313916626546,6.8501261661455,6.621405651764134,9.143773127704069,1.3862943611198906
2360378178,genuine_accounts,0,1043,81,77,2192,0,Tue Feb 25 02:47:04 +0000 2014,2016-03-15 15:54:02,749.5465046296297,1.3915080566153442,1.051948051948052,0.9506172839506173,2.101629913710451,6.950814768442584,4.406719247264253,4.356708826689592,7.693025748417888,0.0
398467095,genuine_accounts,0,5194,247,177,3173,0,Wed Oct 26 03:06:12 +0000 2011,2016-03-15 15:54:02,1602.5332175925926,3.2411184635552783,1.3954802259887005,0.7165991902834008,0.610897189064305,8.555451903533328,5.5134287461649825,5.181783550292085,8.062747901086354,0.0
2400711853,genuine_accounts,0,3547,1651,1754,1607,4,Fri Mar 21 01:12:05 +0000 2014,2016-03-15 15:54:03,725.6124768518519,4.888284191844444,0.9412770809578107,1.0623864324651726,0.4530589230335495,8.17413934342947,7.409741954080923,7.470224135899966,7.382746449738912,1.6094379124341003
32494880,genuine_accounts,0,6127,1233,1166,97,10,Fri Apr 17 17:44:34 +0000 2009,2016-03-15 15:54:03,2523.923252314815,2.4275698535526486,1.0574614065180103,0.9456609894566099,0.015831565203198956,8.720623711420426,7.1180162044653335,7.062191632286556,4.584967478670572,2.3978952727983707
2362812823,genuine_accounts,0,3450,159,124,5059,5,Wed Feb 26 15:03:49 +0000 2014,2016-03-15 15:54:03,748.0348842592592,4.612084372798147,1.282258064516129,0.779874213836478,1.4663768115942029,8.146419323098003,5.075173815233827,4.8283137373023015,8.52912176228151,1.791759469228055
509255384,genuine_accounts,0,8102,241,273,1067,0,Wed Feb 29 21:16:41 +0000 2012,2016-03-15 15:54:04,1475.7759606481482,5.489993207669321,0.8827838827838828,1.1327800829875518,0.13169587756109602,8.999989642460726,5.488937726156687,5.6131281063880705,6.97354301952014,0.0
86565348,genuine_accounts,0,51961,1401,1335,48065,9,Sat Oct 31 17:11:53 +0000 2009,2016-03-15 15:54:04,2326.9459606481482,22.330127505636945,1.049438202247191,0.9528907922912205,0.9250206885933681,10.858267961190807,7.2456550675945355,7.197435354096591,10.780330345443172,2.302585092994046
250207934,genuine_accounts,0,23261,589,396,52,0,Thu Feb 10 16:50:55 +0000 2011,2016-03-15 15:54:04,1859.9605208333332,12.506179426635455,1.4873737373737375,0.6723259762308998,0.0022355014831692533,10.054576406898985,6.380122536899765,5.983936280687191,3.970291913552122,0.0
238040058,genuine_accounts,0,14187,358,967,280,8,Fri Jan 14 06:27:01 +0000 2011,2016-03-15 15:54:04,1887.3937847222223,7.516714378757995,0.3702171664943123,2.701117318435754,0.019736378374568268,9.560151815893512,5.883322388488279,6.875232087276577,5.638354669333745,2.1972245773362196
476876406,genuine_accounts,0,169053,1193,351,3439,25,Sat Jan 28 15:56:08 +0000 2012,2016-03-15 15:54:05,1507.998576388889,112.1042172366109,3.398860398860399,0.2942162615255658,0.020342732752450413,12.037973469494668,7.085064293952548,5.863631175598097,8.143226750367445,3.258096538021482
190345460,genuine_accounts,0,3566,136,116,1330,0,Mon Sep 13 18:30:07 +0000 2010,2016-03-15 15:54:05,2009.8916435185185,1.7742249993921844,1.1724137931034482,0.8529411764705882,0.37296690970274815,8.17948018535889,4.919980925828125,4.762173934797756,7.193685818395112,0.0
1376257824,genuine_accounts,0,2366,157,388,287,3,Wed Apr 24 05:45:43 +0000 2013,2016-03-15 15:54:05,1056.4224768518518,2.2396342863233096,0.40463917525773196,2.4713375796178343,0.12130177514792899,7.769378609513984,5.062595033026967,5.963579343618446,5.662960480135946,1.3862943611198906
714550385,genuine_accounts,0,639,120,64,407,1,Mon Oct 14 14:49:40 +0000 2013,2016-03-15 15:54:06,883.0447453703704,0.7236326396257393,1.875,0.5333333333333333,0.6369327073552425,6.461468176353717,4.795790545596741,4.174387269895637,6.0112671744041615,0.6931471805599453
474152548,genuine_accounts,0,20291,1114,1292,11382,14,Wed Jan 25 18:10:35 +0000 2012,2016-03-15 15:54:06,1510.9052199074074,13.429697463910735,0.8622291021671826,1.1597845601436265,0.5609383470504165,9.91798199868658,7.016609683894219,7.164720378771857,9.339876293325217,2.70805020110221
1373517728,genuine_accounts,0,57768,348,389,13804,4,Tue Apr 23 01:32:11 +0000 2013,2016-03-15 15:54:06,1057.5985532407408,54.62185989474429,0.8946015424164524,1.117816091954023,0.2389558232931727,10.964207578602988,5.855071922202427,5.966146739123692,9.532786124364256,1.6094379124341003
177906959,genuine_accounts,0,844,93,385,27,0,Fri Aug 13 10:53:42 +0000 2010,2016-03-15 15:54:07,2041.2086226851852,0.41348051865944413,0.24155844155844156,4.139784946236559,0.031990521327014215,6.739336627357174,4.543294782270004,5.955837369464831,3.332204510175204,0.0
2248762537,genuine_accounts,0,7588,235,112,10979,0,Mon Dec 16 13:27:47 +0000 2013,2016-03-15 15:54:07,820.1016203703704,9.252511897943993,2.0982142857142856,0.4765957446808511,1.4468898260411176,8.934455109403913,5.4638318050256105,4.727387818712341,9.30383071506352,0.0
462534253,genuine_accounts,0,20388,399,402,529,3,Fri Jan 13 01:58:00 +0000 2012,2016-03-15 15:54:07,1523.580636574074,13.38163501857341,0.9925373134328358,1.0075187969924813,0.025946635275652344,9.922750818716974,5.991464547107982,5.998936561946683,6.272877006546167,1.3862943611198906
93941188,genuine_accounts,0,2287,71,56,295,3,Tue Dec 01 20:54:37 +0000 2009,2016-03-15 15:54:08,2295.7913310185186,0.9961706750523279,1.2678571428571428,0.7887323943661971,0.1289899431569742,7.7354333524996886,4.276666119016055,4.04305126783455,5.69035945432406,1.3862943611198906
22437394,genuine_accounts,0,42077,763,97,922,18,Mon Mar 02 02:05:44 +0000 2009,2016-03-15 15:54:08,2570.575277777778,16.368709511738132,7.865979381443299,0.127129750982962,0.021912208570002614,10.647280317764965,6.638567789166521,4.584967478670572,6.827629234502852,2.9444389791664403
1195136336,genuine_accounts,0,16948,244,246,5500,3,Mon Feb 18 22:36:27 +0000 2013,2016-03-15 15:54:08,1120.7206134259259,15.122413023341949,0.991869918699187,1.0081967213114753,0.32452206750059004,9.737964114018055,5.501258210544727,5.5093883366279774,8.612685172875459,1.3862943611198906
1956659528,genuine_accounts,0,4655,281,421,2466,1,Sat Oct 12 13:29:27 +0000 2013,2016-03-15 15:54:09,885.1004861111111,5.259289846797841,0.667458432304038,1.498220640569395,0.5297529538131042,8.445911989411274,5.641907070938114,6.045005314036012,7.810758116529357,0.6931471805599453
1175224910,genuine_accounts,0,23875,2134,654,241,8,Wed Feb 13 12:53:41 +0000 2013,2016-03-15 15:54:09,1126.1253240740741,21.201015099834088,3.2629969418960245,0.3064667291471415,0.010094240837696335,10.080629049288541,7.666221925662725,6.484635235635252,5.488937726156687,2.1972245773362196
578904059,genuine_accounts,0,14537,865,250,0,20,Sun May 13 12:11:09 +0000 2012,2016-03-15 15:54:09,1402.1548611111111,10.367613737387344,3.46,0.28901734104046245,0.0,9.584521190044581,6.763884908562435,5.5254529391317835,0.0,3.044522437723423
454183646,genuine_accounts,0,8877,400,173,5293,2,Tue Jan 03 18:25:34 +0000 2012,2016-03-15 15:54:10,1532.8948611111111,5.79100382237928,2.3121387283236996,0.4325,0.5962599977469866,9.09133158539398,5.993961427306569,5.159055299214529,8.574329382787047,1.0986122886681098
318040219,genuine_accounts,0,5057,625,566,919,1,Wed Jun 15 21:32:42 +0000 2011,2016-03-15 15:54:10,1734.7649074074075,2.915092401516034,1.1042402826855124,0.9056,0.18172829740953134,8.52872642722991,6.439350371100098,6.340359303727752,6.824373670043086,0.6931471805599453
558782771,genuine_accounts,0,7135,202,300,299,1,Fri Apr 20 16:54:44 +0000 2012,2016-03-15 15:54:10,1424.9579398148148,5.0071653349482395,0.6733333333333333,1.4851485148514851,0.041906096706377016,8.872907674259846,5.313205979041787,5.707110264748875,5.703782474656201,0.6931471805599453
1425572605,genuine_accounts,0,346,451,403,1875,0,Mon May 13 13:52:32 +0000 2013,2016-03-15 15:54:11,1037.0844791666666,0.3336275944251167,1.119106699751861,0.893569844789357,5.41907514450867,5.849324779946859,6.113682179832232,6.0014148779611505,7.53689712956617,0.0
103668192,genuine_accounts,0,3629,269,187,1229,0,Sun Jan 10 21:13:42 +0000 2010,2016-03-15 15:54:11,2255.7781134259258,1.6087575184815124,1.4385026737967914,0.6951672862453532,0.33866078809589417,8.196987927258897,5.598421958998375,5.236441962829949,7.114769448366463,0.0
50034798,genuine_accounts,0,18745,553,1856,81,8,Tue Jun 23 17:11:58 +0000 2009,2016-03-15 15:54:11,2456.9459837962963,7.62939035844678,0.2979525862068966,3.35623869801085,0.004321152307281942,9.838735675306431,6.317164686747284,7.526717561352706,4.406719247264253,2.1972245773362196
2574200442,genuine_accounts,0,9240,170,143,4567,2,Wed Jun 18 05:42:51 +0000 2014,2016-03-15 15:54:11,636.424537037037,14.518610553606411,1.1888111888111887,0.8411764705882353,0.49426406926406924,9.13140538388804,5.14166355650266,4.969813299576001,8.426830751335846,1.0986122886681098
53114456,genuine_accounts,0,8318,884,250,137,10,Thu Jul 02 16:42:05 +0000 2009,2016-03-15 15:54:12,2447.966747685185,3.3979219725372336,3.536,0.2828054298642534,0.016470305361865833,9.026297334283887,6.785587645007929,5.5254529391317835,4.927253685157205,2.3978952727983707
1495594020,genuine_accounts,0,1238,192,175,624,0,Sun Jun 09 13:33:02 +0000 2013,2016-03-15 15:54:12,1010.0980324074075,1.2256236130362759,1.0971428571428572,0.9114583333333334,0.5040387722132472,7.122059881629142,5.262690188904886,5.170483995038151,6.437751649736401,0.0
1387377110,genuine_accounts,0,2182,254,292,620,1,Sun Apr 28 16:44:04 +0000 2013,2016-03-15 15:54:12,1051.9653703703705,2.074212765418098,0.8698630136986302,1.1496062992125984,0.2841429880843263,7.688455356549944,5.541263545158426,5.680172609017068,6.431331081933479,0.6931471805599453
1892545526,genuine_accounts,0,9156,285,205,4088,1,Sun Sep 22 05:07:07 +0000 2013,2016-03-15 15:54:13,905.449375,10.112105936347904,1.3902439024390243,0.7192982456140351,0.44648318042813456,9.122273893107732,5.655991810819852,5.327876168789581,8.316055720364643,0.6931471805599453
489714722,genuine_accounts,0,911,53,272,1177,1,Sat Feb 11 20:20:44 +0000 2012,2016-03-15 15:54:13,1493.8149189814815,0.6098479727469461,0.1948529411764706,5.132075471698113,1.29198682766191,6.815639990074331,3.9889840465642745,5.60947179518496,7.071573364211532,0.6931471805599453
278811330,genuine_accounts,0,38417,344,335,23322,4,Fri Apr 08 01:11:14 +0000 2011,2016-03-15 15:54:13,1803.6131828703703,21.30002173684551,1.026865671641791,0.9738372093023255,0.6070749928417107,10.556281378746856,5.84354441703136,5.817111159963204,10.057195277130344,1.6094379124341003
64534012,genuine_accounts,0,13572,701,708,6970,0,Mon Aug 10 22:22:34 +0000 2009,2016-03-15 15:54:13,2408.7303125,5.634503758917594,0.9901129943502824,1.0099857346647647,0.5135573239021515,9.515837804297965,6.553933404025811,6.5638555265321274,8.849513965486398,0.0
138472981,genuine_accounts,0,1523,87,195,66,3,Thu Apr 29 16:56:32 +0000 2010,2016-03-15 15:54:14,2146.9567361111112,0.709376194863938,0.4461538461538462,2.2413793103448274,0.04333552199606041,7.329093736246592,4.477336814478207,5.278114659230517,4.204692619390966,1.3862943611198906
1727495887,genuine_accounts,0,2055,142,129,489,0,Wed Sep 04 03:40:00 +0000 2013,2016-03-15 15:54:14,923.5098842592593,2.225206286393243,1.1007751937984496,0.9084507042253521,0.23795620437956205,7.628517626575055,4.962844630259907,4.867534450455582,6.194405391104672,0.0
440901699,genuine_accounts,0,24986,650,348,4907,1,Mon Dec 19 14:47:57 +0000 2011,2016-03-15 15:54:14,1548.0460300925927,16.14034693690957,1.867816091954023,0.5353846153846153,0.19638997838789723,10.12611096860345,6.478509642208569,5.855071922202427,8.498621805830801,0.6931471805599453
185216671,genuine_accounts,0,21105,415,481,248,1,Tue Aug 31 13:46:05 +0000 2010,2016-03-15 15:54:14,2023.0889930555556,10.432067038298813,0.8627858627858628,1.1590361445783133,0.011750769959725184,9.957312639231036,6.030685260261263,6.1779441140506,5.517452896464707,0.6931471805599453
32831822,genuine_accounts,0,19515,689,470,2463,26,Sat Apr 18 08:19:02 +0000 2009,2016-03-15 15:54:15,2523.3161226851853,7.7338704510924,1.4659574468085106,0.6821480406386067,0.12621060722521138,9.878989920935728,6.536691597591305,6.154858094016418,7.80954132465341,3.295836866004329
2938551012,genuine_accounts,0,1000,108,155,1326,0,Sun Dec 21 19:45:06 +0000 2014,2016-03-15 15:54:15,449.8396875,2.2230141710206484,0.6967741935483871,1.4351851851851851,1.326,6.90875477931522,4.6913478822291435,5.049856007249537,7.190676034332207,0.0
